"","FY","Customer","Breakout","Amount","Category"
"3790",2006,"Navy","FRS&C",5581505,"Services"
"3791",2006,"Navy","Basic Research (6.1)",22341615,"R&D"
"3792",2006,"Navy","Operational Systems Dev. (6.7)",86704697,"R&D"
"3793",2006,"Navy","Adv. Component Dev. & Prototypes (6.4)",157889018,"R&D"
"3794",2006,"Navy","Ships",217121028,"Products"
"3795",2006,"Navy","Engines & Power Plants",224267,"Products"
"3796",2006,"Navy","Operation of Government R&D Facilities",55533929,"R&D"
"3797",2006,"Navy","Missiles & Space",14798816,"Products"
"3798",2006,"Navy","Adv. Technology Dev. (6.3)",248809273,"R&D"
"3799",2006,"Navy","Applied Research (6.2)",10408142,"R&D"
"3800",2006,"Navy","Basic Research (6.1)",16066237,"R&D"
"3801",2006,"Navy","System Dev. & Demonstration (6.5)",921466127,"R&D"
"3802",2006,"Navy","Ships",94260,"Products"
"3803",2006,"Navy","MED",499580187,"Services"
"3804",2006,"Navy","ERS",2564393937,"Services"
"3805",2006,"Navy","Ground Vehicles",10737915,"Products"
"3806",2006,"Navy","Other",283177966,"Products"
"3807",2006,"Navy","Operational Systems Dev. (6.7)",68630534,"R&D"
"3808",2006,"Navy","ICT",6260385,"Services"
"3809",2006,"Navy","Launchers & Munitions",1819004528,"Products"
"3810",2006,"Other DoD","Aircraft",191285369,"Products"
"3811",2006,"Other DoD","Adv. Technology Dev. (6.3)",3765671,"R&D"
"3812",2006,"Other DoD","Applied Research (6.2)",15790877,"R&D"
"3813",2006,"Other DoD","Missiles & Space",17435119,"Products"
"3814",2006,"Other DoD","Applied Research (6.2)",132330229,"R&D"
"3815",2006,"Other DoD","Clothing & Subsistence",49786932,"Products"
"3816",2006,"Other DoD","Fuels",236558,"Products"
"3817",2006,"Other DoD","Other",652320540,"Products"
"3818",2006,"Other DoD","PAMS",354498,"Services"
"3819",2006,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",50473310,"R&D"
"3820",2007,"Air Force","Launchers & Munitions",106178059,"Products"
"3821",2007,"Air Force","System Dev. & Demonstration (6.5)",628436442,"R&D"
"3822",2007,"Air Force","Ground Vehicles",1226912,"Products"
"3823",2007,"Air Force","ERS",180820374,"Services"
"3824",2007,"Air Force","Engines & Power Plants",7199487,"Products"
"3825",2007,"Air Force","ERS",92198346,"Services"
"3826",2007,"Air Force","ICT",-78807,"Services"
"3827",2007,"Air Force","Other",24718348,"Products"
"3828",2007,"Air Force","PAMS",2854280087,"Services"
"3829",2007,"Air Force","Operational Systems Dev. (6.7)",27369341,"R&D"
"3830",2007,"Air Force","ERS",99521856,"Services"
"3831",2007,"Air Force","Other",9105581,"Products"
"3832",2007,"Army","FRS&C",20645004,"Services"
"3833",2007,"Army","FRS&C",23751606215,"Services"
"3834",2007,"Army","Adv. Component Dev. & Prototypes (6.4)",26739850,"R&D"
"3835",2007,"Army","Missiles & Space",2172722559,"Products"
"3836",2007,"Army","Adv. Technology Dev. (6.3)",1838863627,"R&D"
"3837",2007,"Air Force","Operational Systems Dev. (6.7)",243322577,"R&D"
"3838",2007,"Air Force","System Dev. & Demonstration (6.5)",816337573,"R&D"
"3839",2007,"Air Force","Engines & Power Plants",153186,"Products"
"3840",2007,"Air Force","Aircraft",17395206,"Products"
"3841",2007,"Air Force","Electronics & Communications",5765798,"Products"
"3842",2007,"Air Force","Aircraft",20454359,"Products"
"3843",2007,"Air Force","Fuels",11499890,"Products"
"3844",2007,"Air Force","Other",231068116,"Products"
"3845",2007,"Air Force","Adv. Component Dev. & Prototypes (6.4)",24204641,"R&D"
"3846",2007,"Air Force","Adv. Technology Dev. (6.3)",60582356,"R&D"
"3847",2007,"Air Force","Applied Research (6.2)",1283050514,"R&D"
"3848",2007,"Air Force","Engines & Power Plants",70734,"Products"
"3849",2007,"Air Force","Ships",3302622,"Products"
"3850",2007,"Air Force","Launchers & Munitions",926586924,"Products"
"3851",2007,"Air Force","Operational Systems Dev. (6.7)",22732721,"R&D"
"3852",2007,"Air Force","System Dev. & Demonstration (6.5)",53506589,"R&D"
"3853",2007,"Army","Ground Vehicles",548424318,"Products"
"3854",2007,"Army","Adv. Technology Dev. (6.3)",35531306,"R&D"
"3855",2007,"Army","Applied Research (6.2)",32922439,"R&D"
"3856",2007,"Army","Basic Research (6.1)",51351233,"R&D"
"3857",2007,"Army","ICT",99129,"Services"
"3858",2007,"Army","ICT",3061142,"Services"
"3859",2007,"Army","Basic Research (6.1)",153016572,"R&D"
"3860",2007,"Army","Ships",6237505,"Products"
"3861",2007,"Army","Operational Systems Dev. (6.7)",58850267,"R&D"
"3862",2007,"Army","PAMS",7226055803,"Services"
"3863",2007,"Army","Ground Vehicles",0,"Products"
"3864",2007,"Army","Aircraft",29744219,"Products"
"3865",2007,"Army","Electronics & Communications",85717628,"Products"
"3866",2007,"DLA","Ground Vehicles",109187023,"Products"
"3867",2007,"DLA","MED",1213552,"Services"
"3868",2007,"DLA","PAMS",59192097,"Services"
"3869",2007,"DLA","Aircraft",1076429,"Products"
"3870",2007,"DLA","Electronics & Communications",2379673,"Products"
"3871",2007,"MDA","Clothing & Subsistence",4529,"Products"
"3872",2007,"MDA","Basic Research (6.1)",695208,"R&D"
"3873",2007,"MilitaryHealth","Electronics & Communications",644122,"Products"
"3874",2007,"Navy","Fuels",32470,"Products"
"3875",2007,"Navy","Engines & Power Plants",74212510,"Products"
"3876",2007,"Navy","Missiles & Space",104869094,"Products"
"3877",2007,"Navy","Basic Research (6.1)",92361102,"R&D"
"3878",2007,"Navy","Ships",178339388,"Products"
"3879",2007,"Navy","PAMS",852817237,"Services"
"3880",2007,"Navy","System Dev. & Demonstration (6.5)",261530411,"R&D"
"3881",2007,"Navy","ERS",611656640,"Services"
"3882",2007,"Navy","Other",4077217,"Products"
"3883",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",148762322,"R&D"
"3884",2007,"Navy","Operational Systems Dev. (6.7)",30369369,"R&D"
"3885",2007,"Air Force","FRS&C",4861358,"Services"
"3886",2007,"Air Force","Operation of Government R&D Facilities",10063099,"R&D"
"3887",2007,"Air Force","Electronics & Communications",123238239,"Products"
"3888",2007,"Air Force","Other",9250299,"Products"
"3889",2007,"Air Force","Clothing & Subsistence",149422774,"Products"
"3890",2007,"Air Force","System Dev. & Demonstration (6.5)",54330285,"R&D"
"3891",2007,"Air Force","Adv. Component Dev. & Prototypes (6.4)",519670712,"R&D"
"3892",2007,"Army","Launchers & Munitions",642623530,"Products"
"3893",2007,"Army","MED",729127,"Services"
"3894",2007,"Army","Missiles & Space",181917563,"Products"
"3895",2007,"Army","Ships",335926,"Products"
"3896",2007,"Army","Aircraft",193704402,"Products"
"3897",2007,"Army","Fuels",162791,"Products"
"3898",2007,"Army","ERS",366515297,"Services"
"3899",2007,"Army","Engines & Power Plants",935817666,"Products"
"3900",2007,"Army","Adv. Technology Dev. (6.3)",66892599,"R&D"
"3901",2007,"Army","Basic Research (6.1)",249639773,"R&D"
"3902",2007,"Army","Ships",13215714,"Products"
"3903",2007,"Army","Engines & Power Plants",49279712,"Products"
"3904",2007,"Army","PAMS",551251712,"Services"
"3905",2007,"Army","Clothing & Subsistence",86727,"Products"
"3906",2007,"Army","Adv. Component Dev. & Prototypes (6.4)",1643103,"R&D"
"3907",2007,"Army","System Dev. & Demonstration (6.5)",253628,"R&D"
"3908",2007,"Army","Other",269688120,"Products"
"3909",2007,"DLA","Engines & Power Plants",521892160,"Products"
"3910",2007,"DLA","Missiles & Space",3787309,"Products"
"3911",2007,"DLA","Aircraft",982439,"Products"
"3912",2007,"DLA","Electronics & Communications",830803801,"Products"
"3913",2007,"DLA","Fuels",442163,"Products"
"3914",2007,"DLA","PAMS",475177,"Services"
"3915",2007,"DLA","ERS",135879572,"Services"
"3916",2007,"DLA","FRS&C",1487594943,"Services"
"3917",2007,"DLA","Engines & Power Plants",160901263,"Products"
"3918",2007,"DLA","Ships",69033,"Products"
"3919",2007,"DLA","Engines & Power Plants",52387,"Products"
"3920",2007,"DLA","Clothing & Subsistence",4113,"Products"
"3921",2007,"DLA","Other",15205604,"Products"
"3922",2007,"MDA","Electronics & Communications",2752,"Products"
"3923",2007,"MDA","FRS&C",1890609,"Services"
"3924",2007,"MDA","Other",29514,"Products"
"3925",2007,"MDA","PAMS",15629113,"Services"
"3926",2007,"MDA","Clothing & Subsistence",0,"Products"
"3927",2007,"MDA","ERS",56198,"Services"
"3928",2007,"MilitaryHealth","ERS",952878,"Services"
"3929",2007,"MilitaryHealth","Other",183517,"Products"
"3930",2007,"Navy","Clothing & Subsistence",306036,"Products"
"3931",2007,"Navy","ERS",842303783,"Services"
"3932",2007,"Navy","FRS&C",18103886,"Services"
"3933",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",127553787,"R&D"
"3934",2007,"Navy","System Dev. & Demonstration (6.5)",7384083146,"R&D"
"3935",2007,"Air Force","FRS&C",16253181,"Services"
"3936",2007,"Air Force","Basic Research (6.1)",388807317,"R&D"
"3937",2007,"Air Force","System Dev. & Demonstration (6.5)",1649789598,"R&D"
"3938",2007,"Air Force","ERS",1827168497,"Services"
"3939",2007,"Air Force","Electronics & Communications",0,"Products"
"3940",2007,"Air Force","Aircraft",12171021,"Products"
"3941",2007,"Air Force","Engines & Power Plants",7089598,"Products"
"3942",2007,"Air Force","ICT",4910652,"Services"
"3943",2007,"Air Force","Missiles & Space",43768742,"Products"
"3944",2007,"Air Force","Adv. Technology Dev. (6.3)",41394788,"R&D"
"3945",2007,"Air Force","Applied Research (6.2)",32483101,"R&D"
"3946",2007,"Army","Engines & Power Plants",547589753,"Products"
"3947",2007,"Army","FRS&C",1563382,"Services"
"3948",2007,"Army","ICT",17157495,"Services"
"3949",2007,"Army","PAMS",770034679,"Services"
"3950",2007,"Army","PAMS",5514478789,"Services"
"3951",2007,"Army","Ships",182359,"Products"
"3952",2007,"Army","Ground Vehicles",18046011258,"Products"
"3953",2007,"Army","Aircraft",57894744,"Products"
"3954",2007,"Army","Launchers & Munitions",56513427,"Products"
"3955",2007,"Army","System Dev. & Demonstration (6.5)",13538269,"R&D"
"3956",2007,"Army","Adv. Component Dev. & Prototypes (6.4)",327567608,"R&D"
"3957",2007,"Army","FRS&C",14657381,"Services"
"3958",2007,"Army","Basic Research (6.1)",-119954,"R&D"
"3959",2007,"Army","Ships",78292182,"Products"
"3960",2007,"Army","Engines & Power Plants",12184799,"Products"
"3961",2007,"Army","ERS",151106427,"Services"
"3962",2007,"DLA","System Dev. & Demonstration (6.5)",290732,"R&D"
"3963",2007,"DLA","Ships",1250429,"Products"
"3964",2007,"DLA","Fuels",27585292,"Products"
"3965",2007,"DLA","Ground Vehicles",504518555,"Products"
"3966",2007,"DLA","Launchers & Munitions",3021,"Products"
"3967",2007,"DLA","Adv. Component Dev. & Prototypes (6.4)",7086772,"R&D"
"3968",2007,"DLA","Ships",307553173,"Products"
"3969",2007,"DLA","Engines & Power Plants",3846528,"Products"
"3970",2007,"MDA","Operation of Government R&D Facilities",-85990,"R&D"
"3971",2007,"MDA","Ground Vehicles",92692,"Products"
"3972",2007,"MDA","System Dev. & Demonstration (6.5)",0,"R&D"
"3973",2007,"MDA","Other",368205,"Products"
"3974",2007,"MilitaryHealth","ERS",20366,"Services"
"3975",2007,"Navy","Electronics & Communications",279402179,"Products"
"3976",2007,"Navy","Ground Vehicles",64661779,"Products"
"3977",2007,"Navy","Operational Systems Dev. (6.7)",150512793,"R&D"
"3978",2007,"Navy","ERS",381173411,"Services"
"3979",2007,"Navy","Ground Vehicles",8843413,"Products"
"3980",2007,"Navy","MED",0,"Services"
"3981",2007,"Navy","Other",209971125,"Products"
"3982",2007,"Navy","Operational Systems Dev. (6.7)",371931684,"R&D"
"3983",2007,"Navy","Missiles & Space",4883280,"Products"
"3984",2007,"Army","Fuels",39985509,"Products"
"3985",2007,"Army","Adv. Technology Dev. (6.3)",332258915,"R&D"
"3986",2007,"Army","ERS",879828214,"Services"
"3987",2007,"Army","PAMS",92574,"Services"
"3988",2007,"Army","ICT",12263,"Services"
"3989",2007,"Army","Missiles & Space",659054793,"Products"
"3990",2007,"Army","Adv. Component Dev. & Prototypes (6.4)",40583301,"R&D"
"3991",2007,"Army","Adv. Technology Dev. (6.3)",150548486,"R&D"
"3992",2007,"Army","Applied Research (6.2)",49936256,"R&D"
"3993",2007,"Army","Ships",131636,"Products"
"3994",2007,"DLA","Aircraft",807247284,"Products"
"3995",2007,"DLA","Missiles & Space",1449664,"Products"
"3996",2007,"DLA","Adv. Technology Dev. (6.3)",144939,"R&D"
"3997",2007,"DLA","Basic Research (6.1)",487276,"R&D"
"3998",2007,"DLA","Aircraft",663437,"Products"
"3999",2007,"DLA","Fuels",135262205,"Products"
"4000",2007,"DLA","Clothing & Subsistence",11086738187,"Products"
"4001",2007,"DLA","Fuels",14092228654,"Products"
"4002",2007,"DLA","ERS",49316446,"Services"
"4003",2007,"DLA","Electronics & Communications",10970361,"Products"
"4004",2007,"DLA","Missiles & Space",2152692,"Products"
"4005",2007,"MDA","PAMS",2580,"Services"
"4006",2007,"MDA","Adv. Technology Dev. (6.3)",1066413320,"R&D"
"4007",2007,"MDA","Basic Research (6.1)",198602274,"R&D"
"4008",2007,"MilitaryHealth","ICT",331877,"Services"
"4009",2007,"MilitaryHealth","PAMS",9039463,"Services"
"4010",2007,"Navy","Adv. Technology Dev. (6.3)",91280226,"R&D"
"4011",2007,"Navy","Basic Research (6.1)",8876064,"R&D"
"4012",2007,"Navy","Clothing & Subsistence",3991833,"Products"
"4013",2007,"Navy","FRS&C",2105798,"Services"
"4014",2007,"Navy","Adv. Technology Dev. (6.3)",281208021,"R&D"
"4015",2007,"Navy","Ships",7709410,"Products"
"4016",2007,"Navy","Electronics & Communications",4949741,"Products"
"4017",2007,"Navy","PAMS",294110446,"Services"
"4018",2007,"Navy","Operational Systems Dev. (6.7)",175686282,"R&D"
"4019",2007,"Navy","System Dev. & Demonstration (6.5)",251883641,"R&D"
"4020",2007,"Navy","Operational Systems Dev. (6.7)",84552520,"R&D"
"4021",2007,"Navy","Other",30225093,"Products"
"4022",2007,"Navy","System Dev. & Demonstration (6.5)",2976207,"R&D"
"4023",2007,"Other DoD","Fuels",53004,"Products"
"4024",2007,"Other DoD","Engines & Power Plants",1516656,"Products"
"4025",2007,"Other DoD","ICT",4394296503,"Services"
"4026",2007,"Other DoD","Missiles & Space",19194188,"Products"
"4027",2007,"Other DoD","Adv. Technology Dev. (6.3)",360564873,"R&D"
"4028",2007,"Other DoD","Applied Research (6.2)",119042384,"R&D"
"4029",2007,"Other DoD","Ships",1106747,"Products"
"4030",2007,"Other DoD","Engines & Power Plants",27486,"Products"
"4031",2007,"Other DoD","PAMS",7719500,"Services"
"4032",2007,"Army","Electronics & Communications",57723053,"Products"
"4033",2007,"Army","ERS",1294648452,"Services"
"4034",2007,"Army","Other",755399323,"Products"
"4035",2007,"Army","Operational Systems Dev. (6.7)",42276266,"R&D"
"4036",2007,"Army","ERS",166796000,"Services"
"4037",2007,"Army","Other",172488059,"Products"
"4038",2007,"Army","Operational Systems Dev. (6.7)",55241437,"R&D"
"4039",2007,"Army","Basic Research (6.1)",1172041290,"R&D"
"4040",2007,"Army","Ground Vehicles",30032403,"Products"
"4041",2007,"Army","Launchers & Munitions",6029209971,"Products"
"4042",2007,"DLA","Clothing & Subsistence",402197,"Products"
"4043",2007,"DLA","FRS&C",6186,"Services"
"4044",2007,"DLA","Fuels",11080329,"Products"
"4045",2007,"DLA","Other",313447742,"Products"
"4046",2007,"DLA","Ground Vehicles",7967211,"Products"
"4047",2007,"DLA","ICT",368580188,"Services"
"4048",2007,"DLA","Launchers & Munitions",6566674,"Products"
"4049",2007,"DLA","PAMS",112406,"Services"
"4050",2007,"DLA","Electronics & Communications",29157964,"Products"
"4051",2007,"DLA","ERS",376179,"Services"
"4052",2007,"DLA","Other",80758383,"Products"
"4053",2007,"DLA","Electronics & Communications",1145917,"Products"
"4054",2007,"DLA","ERS",453758,"Services"
"4055",2007,"DLA","Other",3065198,"Products"
"4056",2007,"DLA","Basic Research (6.1)",5646597,"R&D"
"4057",2007,"DLA","Ground Vehicles",2962472,"Products"
"4058",2007,"DLA","Launchers & Munitions",97050100,"Products"
"4059",2007,"MDA","ERS",369010,"Services"
"4060",2007,"MDA","Other",3846994,"Products"
"4061",2007,"MDA","Engines & Power Plants",-449,"Products"
"4062",2007,"MDA","PAMS",325696117,"Services"
"4063",2007,"Navy","MED",77132,"Services"
"4064",2007,"Navy","PAMS",130896752,"Services"
"4065",2007,"Navy","Aircraft",819379085,"Products"
"4066",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",255013559,"R&D"
"4067",2007,"Navy","PAMS",915064948,"Services"
"4068",2007,"Navy","Engines & Power Plants",1219940310,"Products"
"4069",2007,"Navy","ICT",4432574,"Services"
"4070",2007,"Navy","Applied Research (6.2)",40982950,"R&D"
"4071",2007,"Navy","Ships",9726563596,"Products"
"4072",2007,"Navy","Aircraft",9815264,"Products"
"4073",2007,"Other DoD","Electronics & Communications",3953804,"Products"
"4074",2007,"Other DoD","ERS",157989096,"Services"
"4075",2007,"Other DoD","Other",5979408,"Products"
"4076",2007,"Other DoD","Basic Research (6.1)",-64960,"R&D"
"4077",2007,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",0,"R&D"
"4078",2007,"Other DoD","Aircraft",261313,"Products"
"4079",2007,"Other DoD","Applied Research (6.2)",1433140,"R&D"
"4080",2007,"Other DoD","Adv. Technology Dev. (6.3)",164229493,"R&D"
"4081",2007,"Other DoD","Basic Research (6.1)",85309430,"R&D"
"4082",2007,"Other DoD","Electronics & Communications",37896,"Products"
"4083",2007,"Army","System Dev. & Demonstration (6.5)",3313674219,"R&D"
"4084",2007,"Army","ICT",0,"Services"
"4085",2007,"Army","Basic Research (6.1)",36924403,"R&D"
"4086",2007,"DLA","Electronics & Communications",135327280,"Products"
"4087",2007,"DLA","Missiles & Space",7217638,"Products"
"4088",2007,"DLA","Ground Vehicles",354822,"Products"
"4089",2007,"DLA","PAMS",244945579,"Services"
"4090",2007,"DLA","System Dev. & Demonstration (6.5)",3731305,"R&D"
"4091",2007,"DLA","Aircraft",2231603,"Products"
"4092",2007,"DLA","Fuels",73321,"Products"
"4093",2007,"DLA","Launchers & Munitions",341127,"Products"
"4094",2007,"DLA","Missiles & Space",772596,"Products"
"4095",2007,"MDA","ICT",32543048,"Services"
"4096",2007,"MDA","System Dev. & Demonstration (6.5)",8206369,"R&D"
"4097",2007,"Navy","Aircraft",10773645936,"Products"
"4098",2007,"Navy","ICT",800384,"Services"
"4099",2007,"Navy","Launchers & Munitions",32517299,"Products"
"4100",2007,"Navy","Missiles & Space",30092487,"Products"
"4101",2007,"Navy","Launchers & Munitions",200735068,"Products"
"4102",2007,"Navy","System Dev. & Demonstration (6.5)",600570897,"R&D"
"4103",2007,"Navy","Ground Vehicles",4783220661,"Products"
"4104",2007,"Navy","Basic Research (6.1)",2189217,"R&D"
"4105",2007,"Navy","Aircraft",93898168,"Products"
"4106",2007,"Navy","Engines & Power Plants",2120706,"Products"
"4107",2007,"Navy","Launchers & Munitions",124795299,"Products"
"4108",2007,"Navy","Missiles & Space",3436258412,"Products"
"4109",2007,"Navy","Other",1627004282,"Products"
"4110",2007,"Navy","Launchers & Munitions",428921819,"Products"
"4111",2007,"Navy","System Dev. & Demonstration (6.5)",93114352,"R&D"
"4112",2007,"Navy","Engines & Power Plants",1941185,"Products"
"4113",2007,"Navy","ERS",61930673,"Services"
"4114",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",66575032,"R&D"
"4115",2007,"Navy","Operational Systems Dev. (6.7)",32700511,"R&D"
"4116",2007,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",2924997,"R&D"
"4117",2007,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",86846523,"R&D"
"4118",2007,"Other DoD","Applied Research (6.2)",452444,"R&D"
"4119",2007,"Other DoD","ERS",471225950,"Services"
"4120",2007,"Other DoD","Applied Research (6.2)",15474068,"R&D"
"4121",2008,"Air Force","Clothing & Subsistence",7883309,"Products"
"4122",2008,"Air Force","ERS",4712346377,"Services"
"4123",2008,"Air Force","Other",273510924,"Products"
"4124",2008,"Air Force","Adv. Component Dev. & Prototypes (6.4)",47881763,"R&D"
"4125",2008,"Air Force","Adv. Technology Dev. (6.3)",105718048,"R&D"
"4126",2008,"Air Force","ICT",2862968909,"Services"
"4127",2008,"Air Force","Adv. Technology Dev. (6.3)",250160060,"R&D"
"4128",2008,"Air Force","Applied Research (6.2)",711270231,"R&D"
"4129",2008,"Air Force","Electronics & Communications",0,"Products"
"4130",2008,"Air Force","FRS&C",412666,"Services"
"4131",2007,"Army","Missiles & Space",46700892,"Products"
"4132",2007,"Army","PAMS",135161888,"Services"
"4133",2007,"Army","System Dev. & Demonstration (6.5)",35214091,"R&D"
"4134",2007,"Army","Adv. Component Dev. & Prototypes (6.4)",71106343,"R&D"
"4135",2007,"Army","Applied Research (6.2)",432852726,"R&D"
"4136",2007,"Army","MED",1047395224,"Services"
"4137",2007,"Army","Engines & Power Plants",24748509,"Products"
"4138",2007,"Army","ERS",89553793,"Services"
"4139",2007,"Army","Other",6636506,"Products"
"4140",2007,"Army","Adv. Technology Dev. (6.3)",1662470,"R&D"
"4141",2007,"Army","FRS&C",102167950,"Services"
"4142",2007,"Army","PAMS",87383493,"Services"
"4143",2007,"Army","System Dev. & Demonstration (6.5)",41751313,"R&D"
"4144",2007,"DLA","Ships",297548,"Products"
"4145",2007,"DLA","Engines & Power Plants",209093441,"Products"
"4146",2007,"DLA","ERS",958354,"Services"
"4147",2007,"DLA","Other",27145548,"Products"
"4148",2007,"DLA","Engines & Power Plants",9353848,"Products"
"4149",2007,"DLA","Other",1601224871,"Products"
"4150",2007,"DLA","Launchers & Munitions",14592343,"Products"
"4151",2007,"DLA","Missiles & Space",491933,"Products"
"4152",2007,"DLA","Engines & Power Plants",8253989,"Products"
"4153",2007,"DLA","ERS",7687,"Services"
"4154",2007,"DLA","Other",84684714,"Products"
"4155",2007,"MDA","ERS",1103856,"Services"
"4156",2007,"MDA","FRS&C",50538916,"Services"
"4157",2007,"MDA","PAMS",-50974,"Services"
"4158",2007,"MDA","Adv. Component Dev. & Prototypes (6.4)",527640159,"R&D"
"4159",2007,"MDA","PAMS",966821,"Services"
"4160",2007,"MilitaryHealth","FRS&C",19811,"Services"
"4161",2007,"Navy","Engines & Power Plants",1418221237,"Products"
"4162",2007,"Navy","Other",269344815,"Products"
"4163",2007,"Navy","Applied Research (6.2)",62809795,"R&D"
"4164",2007,"Navy","PAMS",322032659,"Services"
"4165",2007,"Navy","Applied Research (6.2)",285933896,"R&D"
"4166",2007,"Navy","FRS&C",7635156193,"Services"
"4167",2007,"Navy","Electronics & Communications",3383782,"Products"
"4168",2007,"Navy","ICT",12650319,"Services"
"4169",2007,"Navy","Adv. Technology Dev. (6.3)",180705622,"R&D"
"4170",2007,"Navy","Applied Research (6.2)",7034686,"R&D"
"4171",2007,"Navy","Fuels",21582770,"Products"
"4172",2007,"Navy","Basic Research (6.1)",505967153,"R&D"
"4173",2007,"Navy","Basic Research (6.1)",557161611,"R&D"
"4174",2007,"Navy","Clothing & Subsistence",2333159,"Products"
"4175",2007,"Navy","Electronics & Communications",333048490,"Products"
"4176",2007,"Navy","Operation of Government R&D Facilities",7051,"R&D"
"4177",2007,"Other DoD","Ground Vehicles",62470,"Products"
"4178",2007,"Other DoD","Missiles & Space",440081,"Products"
"4179",2007,"Other DoD","Basic Research (6.1)",0,"R&D"
"4180",2007,"Other DoD","PAMS",1628346337,"Services"
"4181",2007,"Navy","ICT",5920459602,"Services"
"4182",2007,"Navy","Adv. Technology Dev. (6.3)",1834557181,"R&D"
"4183",2007,"Navy","Operation of Government R&D Facilities",70672717,"R&D"
"4184",2007,"Navy","ERS",151761654,"Services"
"4185",2007,"Navy","FRS&C",261659,"Services"
"4186",2007,"Navy","Other",126287520,"Products"
"4187",2007,"Navy","Adv. Component Dev. & Prototypes (6.4)",2344913,"R&D"
"4188",2007,"Navy","Operational Systems Dev. (6.7)",21674442,"R&D"
"4189",2007,"Navy","Clothing & Subsistence",16625,"Products"
"4190",2007,"Navy","FRS&C",4817039,"Services"
"4191",2007,"Navy","ERS",2641851552,"Services"
"4192",2007,"Navy","Electronics & Communications",224987104,"Products"
"4193",2007,"Navy","FRS&C",105696143,"Services"
"4194",2007,"Navy","Operation of Government R&D Facilities",546817915,"R&D"
"4195",2007,"Navy","Ground Vehicles",86664,"Products"
"4196",2007,"Navy","Adv. Technology Dev. (6.3)",7019544,"R&D"
"4197",2007,"Navy","Applied Research (6.2)",58681475,"R&D"
"4198",2007,"Navy","Basic Research (6.1)",8787554,"R&D"
"4199",2007,"Other DoD","ICT",6348881,"Services"
"4200",2007,"Other DoD","Basic Research (6.1)",731401,"R&D"
"4201",2007,"Other DoD","Ships",0,"Products"
"4202",2007,"Other DoD","Aircraft",8958319,"Products"
"4203",2007,"Other DoD","ERS",7059094,"Services"
"4204",2007,"Other DoD","Other",98531220,"Products"
"4205",2007,"Other DoD","Engines & Power Plants",1053220,"Products"
"4206",2007,"Other DoD","Missiles & Space",-2017708,"Products"
"4207",2007,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",139998501,"R&D"
"4208",2007,"Other DoD","System Dev. & Demonstration (6.5)",38053324,"R&D"
"4209",2007,"Other DoD","ERS",313924,"Services"
"4210",2007,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",0,"R&D"
"4211",2007,"Other DoD","System Dev. & Demonstration (6.5)",20521,"R&D"
"4212",2007,"Other DoD","PAMS",2094992,"Services"
"4213",2008,"Air Force","ICT",15186226,"Services"
"4214",2008,"Air Force","Launchers & Munitions",139735110,"Products"
"4215",2008,"Air Force","Operational Systems Dev. (6.7)",845555975,"R&D"
"4216",2008,"Air Force","Ships",5493,"Products"
"4217",2008,"Air Force","Engines & Power Plants",72171208,"Products"
"4218",2008,"Air Force","Ships",6007,"Products"
"4219",2008,"Air Force","Other",963900974,"Products"
"4220",2008,"Air Force","Ground Vehicles",78954512,"Products"
"4221",2008,"Air Force","Launchers & Munitions",0,"Products"
"4222",2008,"Air Force","Missiles & Space",0,"Products"
"4223",2008,"Air Force","Launchers & Munitions",35206860,"Products"
"4224",2008,"Air Force","Missiles & Space",3208650995,"Products"
"4225",2008,"Air Force","Adv. Component Dev. & Prototypes (6.4)",411881662,"R&D"
"4226",2008,"Air Force","System Dev. & Demonstration (6.5)",1672677783,"R&D"
"4227",2008,"Air Force","MED",329186292,"Services"
"4228",2008,"Air Force","ERS",620963,"Services"
"4229",2007,"Navy","System Dev. & Demonstration (6.5)",1389190353,"R&D"
"4230",2007,"Navy","Clothing & Subsistence",577637740,"Products"
"4231",2007,"Navy","Adv. Technology Dev. (6.3)",593465089,"R&D"
"4232",2007,"Navy","PAMS",271020477,"Services"
"4233",2007,"Navy","Launchers & Munitions",1436977038,"Products"
"4234",2007,"Navy","Missiles & Space",286733023,"Products"
"4235",2007,"Navy","Ships",7697312,"Products"
"4236",2007,"Other DoD","Engines & Power Plants",16329021,"Products"
"4237",2007,"Other DoD","Electronics & Communications",1215024403,"Products"
"4238",2007,"Other DoD","ERS",13365744,"Services"
"4239",2007,"Other DoD","FRS&C",85990,"Services"
"4240",2007,"Other DoD","Other",5463871,"Products"
"4241",2007,"Other DoD","FRS&C",467423774,"Services"
"4242",2007,"Other DoD","Adv. Technology Dev. (6.3)",-22,"R&D"
"4243",2007,"Other DoD","PAMS",173184786,"Services"
"4244",2007,"Other DoD","Electronics & Communications",-15,"Products"
"4245",2008,"Air Force","Applied Research (6.2)",262213149,"R&D"
