"","FY","Customer","Breakout","Amount","Category"
"525",2001,"DLA","Engines & Power Plants",70658242,"Products"
"526",2001,"DLA","PAMS",1063638,"Services"
"527",2001,"DLA","Other",565679616,"Products"
"528",2001,"DLA","Ground Vehicles",141929346,"Products"
"529",2001,"DLA","Launchers & Munitions",3211248,"Products"
"530",2001,"DLA","Ground Vehicles",331692,"Products"
"531",2001,"DLA","Launchers & Munitions",75167,"Products"
"532",2001,"Navy","Electronics & Communications",349573980,"Products"
"533",2001,"Navy","Other",302094349,"Products"
"534",2000,"Navy","Aircraft",841946,"Products"
"535",2000,"Navy","Missiles & Space",2091797047,"Products"
"536",2000,"Navy","PAMS",301576066,"Services"
"537",2000,"Navy","Applied Research (6.2)",58886313,"R&D"
"538",2000,"Navy","Operational Systems Dev. (6.7)",73968709,"R&D"
"539",2000,"Navy","FRS&C",506985,"Services"
"540",2000,"Navy","Basic Research (6.1)",55514932,"R&D"
"541",2000,"Navy","ERS",50830804,"Services"
"542",2000,"Navy","Other",52116708,"Products"
"543",2000,"Navy","Operational Systems Dev. (6.7)",7037869,"R&D"
"544",2000,"Other DoD","Clothing & Subsistence",9428029,"Products"
"545",2000,"Other DoD","Engines & Power Plants",968411,"Products"
"546",2000,"Other DoD","ERS",2819475,"Services"
"547",2000,"Other DoD","Missiles & Space",40893,"Products"
"548",2000,"Other DoD","PAMS",128572416,"Services"
"549",2000,"Other DoD","Applied Research (6.2)",505453659,"R&D"
"550",2001,"NULL","ICT",0,"Services"
"551",2001,"Air Force","Aircraft",14017476916,"Products"
"552",2001,"Air Force","Missiles & Space",822141,"Products"
"553",2001,"Air Force","Adv. Technology Dev. (6.3)",122419535,"R&D"
"554",2001,"Air Force","Missiles & Space",1408749,"Products"
"555",2001,"Air Force","Applied Research (6.2)",314324341,"R&D"
"556",2001,"Air Force","FRS&C",4075313162,"Services"
"557",2001,"Air Force","Ships",49854,"Products"
"558",2001,"Air Force","Aircraft",20607237,"Products"
"559",2001,"Air Force","Engines & Power Plants",958621,"Products"
"560",2001,"Air Force","Fuels",22212692,"Products"
"561",2001,"Air Force","ICT",91118252,"Services"
"562",2001,"Air Force","Adv. Technology Dev. (6.3)",1705262916,"R&D"
"563",2001,"Air Force","Clothing & Subsistence",69932551,"Products"
"564",2001,"Air Force","Fuels",12959616,"Products"
"565",2001,"Air Force","PAMS",215331,"Services"
"566",2001,"Air Force","Adv. Component Dev. & Prototypes (6.4)",455660246,"R&D"
"567",2001,"Army","ERS",464484043,"Services"
"568",2001,"Army","Other",228006737,"Products"
"569",2001,"Army","Adv. Technology Dev. (6.3)",75840153,"R&D"
"570",2001,"Army","Operational Systems Dev. (6.7)",8005996,"R&D"
"571",2001,"Army","ERS",76838520,"Services"
"572",2001,"Army","Launchers & Munitions",60536157,"Products"
"573",2001,"Army","MED",229110,"Services"
"574",2001,"Army","Other",99296756,"Products"
"575",2001,"Army","PAMS",109104791,"Services"
"576",2001,"Army","Adv. Component Dev. & Prototypes (6.4)",82281960,"R&D"
"577",2001,"Army","Operational Systems Dev. (6.7)",65570907,"R&D"
"578",2001,"Army","Basic Research (6.1)",623681020,"R&D"
"579",2001,"Army","Electronics & Communications",8057243,"Products"
"580",2001,"Army","Basic Research (6.1)",91513316,"R&D"
"581",2001,"Air Force","Other",613164729,"Products"
"582",2001,"Air Force","Adv. Component Dev. & Prototypes (6.4)",881746521,"R&D"
"583",2001,"Air Force","Applied Research (6.2)",182284797,"R&D"
"584",2001,"Air Force","Operational Systems Dev. (6.7)",70392862,"R&D"
"585",2001,"Air Force","Engines & Power Plants",79089452,"Products"
"586",2001,"Air Force","Adv. Technology Dev. (6.3)",297997683,"R&D"
"587",2001,"Air Force","Other",423486990,"Products"
"588",2001,"Air Force","Adv. Component Dev. & Prototypes (6.4)",82326847,"R&D"
"589",2001,"Air Force","Applied Research (6.2)",855559349,"R&D"
"590",2001,"Air Force","Basic Research (6.1)",92936393,"R&D"
"591",2001,"Air Force","ICT",1034338,"Services"
"592",2001,"Army","Aircraft",3259035534,"Products"
"593",2001,"Army","Fuels",40549,"Products"
"594",2001,"Army","PAMS",356290868,"Services"
"595",2001,"Army","FRS&C",8518915,"Services"
"596",2001,"Army","Ground Vehicles",2672388,"Products"
"597",2001,"Army","Operational Systems Dev. (6.7)",15827867,"R&D"
"598",2001,"Army","System Dev. & Demonstration (6.5)",615016424,"R&D"
"599",2001,"Army","Missiles & Space",15315737,"Products"
"600",2001,"Army","ERS",43646448,"Services"
"601",2001,"Army","Other",131030562,"Products"
"602",2001,"Army","Clothing & Subsistence",387554482,"Products"
"603",2001,"Army","Adv. Technology Dev. (6.3)",208170027,"R&D"
"604",2001,"Army","Applied Research (6.2)",348583736,"R&D"
"605",2001,"Army","Engines & Power Plants",13396697,"Products"
"606",2001,"Army","Clothing & Subsistence",36480,"Products"
"607",2001,"Army","Launchers & Munitions",1761383508,"Products"
"608",2001,"Army","Missiles & Space",244654985,"Products"
"609",2001,"Army","Adv. Component Dev. & Prototypes (6.4)",348345571,"R&D"
"610",2001,"Army","System Dev. & Demonstration (6.5)",63724620,"R&D"
"611",2001,"DLA","ERS",1038628,"Services"
"612",2001,"DLA","FRS&C",1715627,"Services"
"613",2001,"DLA","Engines & Power Plants",5176662,"Products"
"614",2001,"DLA","Aircraft",698151,"Products"
"615",2001,"DLA","Other",1621383,"Products"
"616",2001,"DLA","Clothing & Subsistence",3698891111,"Products"
"617",2001,"DLA","Adv. Technology Dev. (6.3)",33918,"R&D"
"618",2001,"DLA","Applied Research (6.2)",61187009,"R&D"
"619",2001,"DLA","Engines & Power Plants",6951053,"Products"
"620",2001,"DLA","Launchers & Munitions",16797368,"Products"
"621",2001,"MDA","PAMS",10869846,"Services"
"622",2001,"Navy","Engines & Power Plants",1146276042,"Products"
"623",2001,"Navy","Electronics & Communications",2591874279,"Products"
"624",2001,"Navy","PAMS",362992741,"Services"
"625",2001,"Navy","FRS&C",7030965836,"Services"
"626",2001,"Navy","Adv. Technology Dev. (6.3)",189349950,"R&D"
"627",2001,"Navy","Applied Research (6.2)",5308345,"R&D"
"628",2000,"Navy","Adv. Component Dev. & Prototypes (6.4)",118084114,"R&D"
"629",2000,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",2219522,"R&D"
"630",2000,"Other DoD","Clothing & Subsistence",125542,"Products"
"631",2000,"Other DoD","PAMS",524818573,"Services"
"632",2000,"Other DoD","System Dev. & Demonstration (6.5)",44695309,"R&D"
"633",2000,"Other DoD","MED",556508,"Services"
"634",2000,"Other DoD","Launchers & Munitions",4818217,"Products"
"635",2001,"Air Force","Clothing & Subsistence",1456998,"Products"
"636",2001,"Air Force","Engines & Power Plants",2987523756,"Products"
"637",2001,"Air Force","Fuels",245561,"Products"
"638",2001,"Air Force","ICT",24654300,"Services"
"639",2001,"Air Force","ICT",2208247238,"Services"
"640",2001,"Air Force","Launchers & Munitions",14083610,"Products"
"641",2001,"Air Force","PAMS",575653915,"Services"
"642",2001,"Air Force","PAMS",622015886,"Services"
"643",2001,"Air Force","ERS",144062296,"Services"
"644",2001,"Air Force","Other",6715927,"Products"
"645",2001,"Army","Clothing & Subsistence",81066,"Products"
"646",2001,"Army","Adv. Component Dev. & Prototypes (6.4)",794835681,"R&D"
"647",2001,"Army","Aircraft",176773674,"Products"
"648",2001,"Army","Engines & Power Plants",259304416,"Products"
"649",2001,"Army","Missiles & Space",4770355,"Products"
"650",2001,"Army","Adv. Technology Dev. (6.3)",106206427,"R&D"
"651",2001,"Army","Applied Research (6.2)",95888294,"R&D"
"652",2001,"Army","FRS&C",6585003,"Services"
"653",2001,"Army","Basic Research (6.1)",252701210,"R&D"
"654",2001,"Army","Clothing & Subsistence",75771,"Products"
"655",2001,"Army","Ground Vehicles",1475045,"Products"
"656",2001,"Army","PAMS",3320843566,"Services"
"657",2001,"Army","System Dev. & Demonstration (6.5)",73895279,"R&D"
"658",2001,"Army","PAMS",977631954,"Services"
"659",2001,"Army","PAMS",1595143,"Services"
"660",2001,"Army","FRS&C",211665826,"Services"
"661",2001,"DLA","Aircraft",760730530,"Products"
"662",2001,"DLA","Aircraft",2464513,"Products"
"663",2001,"DLA","Missiles & Space",12302741,"Products"
"664",2001,"DLA","Applied Research (6.2)",1769945,"R&D"
"665",2001,"DLA","Missiles & Space",552768,"Products"
"666",2001,"DLA","PAMS",315534986,"Services"
"667",2001,"DLA","PAMS",1449963,"Services"
"668",2001,"DLA","Aircraft",3615276,"Products"
"669",2001,"DLA","Launchers & Munitions",1669752,"Products"
"670",2001,"MDA","FRS&C",44451,"Services"
"671",2001,"MDA","Adv. Technology Dev. (6.3)",10808751,"R&D"
"672",2001,"MDA","Basic Research (6.1)",13524261,"R&D"
"673",2001,"MDA","PAMS",355476,"Services"
"674",2001,"Navy","Missiles & Space",100678225,"Products"
"675",2001,"Navy","Applied Research (6.2)",21388323,"R&D"
"676",2001,"Navy","FRS&C",10342463,"Services"
"677",2000,"Navy","Adv. Technology Dev. (6.3)",247597820,"R&D"
"678",2000,"Navy","Other",500494272,"Products"
"679",2000,"Navy","Engines & Power Plants",8722148,"Products"
"680",2000,"Navy","Launchers & Munitions",47262,"Products"
"681",2000,"Navy","PAMS",6714099,"Services"
"682",2000,"Navy","Electronics & Communications",97937597,"Products"
"683",2000,"Navy","PAMS",539529349,"Services"
"684",2000,"Navy","Clothing & Subsistence",2897407,"Products"
"685",2000,"Navy","Other",273520389,"Products"
"686",2000,"Navy","Adv. Technology Dev. (6.3)",444857701,"R&D"
"687",2000,"Other DoD","Basic Research (6.1)",1767584,"R&D"
"688",2000,"Other DoD","Ground Vehicles",4669270,"Products"
"689",2000,"Other DoD","Launchers & Munitions",3329283,"Products"
"690",2000,"Other DoD","Fuels",55179,"Products"
"691",2000,"Other DoD","Adv. Component Dev. & Prototypes (6.4)",18688726,"R&D"
"692",2000,"Other DoD","Operational Systems Dev. (6.7)",922184,"R&D"
"693",2000,"Other DoD","Ships",17571943,"Products"
"694",2001,"Air Force","Ground Vehicles",61171050,"Products"
"695",2001,"Air Force","Basic Research (6.1)",68043136,"R&D"
"696",2001,"Air Force","Ships",1712295,"Products"
"697",2001,"Air Force","Ground Vehicles",4465302,"Products"
"698",2001,"Air Force","Basic Research (6.1)",63248570,"R&D"
"699",2001,"Air Force","Operational Systems Dev. (6.7)",24359800,"R&D"
"700",2001,"Air Force","Engines & Power Plants",411403,"Products"
"701",2001,"Air Force","Aircraft",6752784,"Products"
"702",2001,"Air Force","Basic Research (6.1)",38193247,"R&D"
"703",2001,"Air Force","Adv. Technology Dev. (6.3)",529687565,"R&D"
"704",2001,"Air Force","Applied Research (6.2)",109437869,"R&D"
"705",2001,"Air Force","MED",40802978,"Services"
"706",2001,"Air Force","ERS",1602696,"Services"
"707",2001,"Air Force","Aircraft",2177834,"Products"
"708",2001,"Air Force","Launchers & Munitions",853856985,"Products"
"709",2001,"Air Force","Missiles & Space",67005215,"Products"
"710",2001,"Air Force","PAMS",125401686,"Services"
"711",2001,"Air Force","System Dev. & Demonstration (6.5)",176626532,"R&D"
"712",2001,"Army","FRS&C",108103043,"Services"
"713",2001,"Army","Basic Research (6.1)",87033746,"R&D"
"714",2001,"Army","Clothing & Subsistence",468642,"Products"
"715",2001,"Army","Basic Research (6.1)",58061584,"R&D"
"716",2001,"Army","Operational Systems Dev. (6.7)",8176843,"R&D"
"717",2001,"Army","Basic Research (6.1)",308155,"R&D"
"718",2001,"Army","Aircraft",262838,"Products"
"719",2001,"Army","ICT",17837717,"Services"
"720",2001,"DLA","Ground Vehicles",681228,"Products"
"721",2001,"DLA","Basic Research (6.1)",1165151,"R&D"
"722",2001,"DLA","Ground Vehicles",3473968,"Products"
"723",2001,"DLA","Aircraft",3204366,"Products"
"724",2000,"Other DoD","FRS&C",81012546,"Services"
"725",2000,"Other DoD","ERS",109816,"Services"
"726",2001,"Air Force","FRS&C",481876,"Services"
"727",2001,"Air Force","Clothing & Subsistence",527068,"Products"
"728",2001,"Air Force","Electronics & Communications",2618520776,"Products"
"729",2001,"Air Force","Operation of Government R&D Facilities",17928539,"R&D"
"730",2001,"Air Force","Operation of Government R&D Facilities",67314817,"R&D"
"731",2001,"Air Force","Engines & Power Plants",2723711,"Products"
"732",2001,"Air Force","ERS",59676227,"Services"
"733",2001,"Air Force","Other",130612797,"Products"
"734",2001,"Air Force","Adv. Technology Dev. (6.3)",5118205,"R&D"
"735",2001,"Air Force","Electronics & Communications",66329206,"Products"
"736",2001,"Air Force","FRS&C",7702439,"Services"
"737",2001,"Air Force","ERS",272330767,"Services"
"738",2001,"Air Force","Electronics & Communications",30899273,"Products"
"739",2001,"Air Force","Adv. Technology Dev. (6.3)",32813332,"R&D"
"740",2001,"Air Force","Applied Research (6.2)",28506621,"R&D"
"741",2001,"Army","System Dev. & Demonstration (6.5)",110127859,"R&D"
"742",2001,"Army","Ships",-61425,"Products"
"743",2001,"Army","Ships",182664,"Products"
"744",2001,"Army","ERS",218254102,"Services"
"745",2001,"Army","Engines & Power Plants",128137223,"Products"
"746",2001,"Army","ERS",264138002,"Services"
"747",2001,"Army","Operational Systems Dev. (6.7)",28264147,"R&D"
"748",2001,"Army","Launchers & Munitions",54451438,"Products"
"749",2001,"Army","PAMS",414705235,"Services"
"750",2001,"Army","System Dev. & Demonstration (6.5)",10800237,"R&D"
"751",2001,"Army","Engines & Power Plants",1015512,"Products"
"752",2001,"Army","ERS",170111975,"Services"
"753",2001,"Army","Other",56594391,"Products"
"754",2001,"Army","Adv. Technology Dev. (6.3)",120765014,"R&D"
"755",2001,"DLA","Launchers & Munitions",17371972,"Products"
"756",2001,"DLA","System Dev. & Demonstration (6.5)",13380799,"R&D"
"757",2001,"DLA","ERS",75714056,"Services"
"758",2001,"DLA","Engines & Power Plants",61452200,"Products"
"759",2001,"DLA","ERS",643672,"Services"
"760",2001,"DLA","Other",20678695,"Products"
"761",2001,"DLA","Electronics & Communications",2837557,"Products"
"762",2001,"DLA","Engines & Power Plants",8165581,"Products"
"763",2001,"DLA","Other",2958054,"Products"
"764",2001,"MDA","Adv. Technology Dev. (6.3)",2069923659,"R&D"
"765",2001,"Navy","ERS",717399629,"Services"
"766",2001,"Navy","Adv. Component Dev. & Prototypes (6.4)",443045531,"R&D"
"767",2001,"Navy","Adv. Technology Dev. (6.3)",50858008,"R&D"
"768",2001,"Navy","Operational Systems Dev. (6.7)",79559982,"R&D"
"769",2001,"Navy","Clothing & Subsistence",1031503,"Products"
"770",2001,"Navy","ERS",342912476,"Services"
"771",2001,"Navy","Other",195349040,"Products"
"772",2001,"Army","Engines & Power Plants",17566783,"Products"
"773",2001,"Army","ICT",847614,"Services"
"774",2001,"Army","Missiles & Space",1828981190,"Products"
"775",2001,"Army","Adv. Technology Dev. (6.3)",1509310838,"R&D"
"776",2001,"Army","Applied Research (6.2)",325777603,"R&D"
"777",2001,"Army","MED",1099596995,"Services"
"778",2001,"Army","ERS",56018925,"Services"
"779",2001,"Army","Other",376023,"Products"
"780",2001,"DLA","Missiles & Space",1826833,"Products"
"781",2001,"DLA","FRS&C",244261158,"Services"
"782",2001,"DLA","Ships",159716,"Products"
"783",2001,"DLA","Engines & Power Plants",7234989,"Products"
"784",2001,"DLA","Missiles & Space",138946,"Products"
"785",2001,"DLA","MED",1559707,"Services"
"786",2001,"DLA","ERS",259410,"Services"
"787",2001,"DLA","Other",46033215,"Products"
"788",2001,"MilitaryHealth","MED",3170347661,"Services"
"789",2001,"Navy","Clothing & Subsistence",147668,"Products"
"790",2001,"Navy","Fuels",267699,"Products"
"791",2001,"Navy","Engines & Power Plants",34202255,"Products"
